CODE_CLIENT;Raison;Statut marital;Titre;Titre CoEmp;Garantie;Assurance;Logement;Type logement;Profession;Enfants;Ancienneté bancaire;Salaire;Salaire CoEmp;Nb Pers;Revenu / tête;Loyer;Âge;Emprunts courants;Durée emprunt;Remboursement;Succès
646;TV;Marié;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;20;12384;0;1;12384;;56;1364;3;Rapide;N
655;Autre;Divorcé;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;17;8492;0;1;8492;1437;46;256;3;Rapide;N
673;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;8;7715;7358;2;7536;1176;44;880;4;Normal;N
696;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;8;9632;5467;3;5033;2987;39;352;4;Normal;N
719;TV;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;10;8501;12540;3;7013;1577;47;225;2;Lent;N
772;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;1;7706;7359;3;5021;2342;33;0;4;Normal;N
884;TV;Marié;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;22;12235;0;1;12235;;55;1307;1;Rapide;N
908;Autre;Marié;Mme;M.;Oui;Non;Locataire;Maison;Ouvrier qualifié;2;27;14305;14554;4;7214;5584;45;362;4;Normal;N
924;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;8;7788;8197;2;7992;1221;43;803;4;Normal;N
946;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;5;7166;0;2;3583;125;32;0;2;Lent;N
953;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;0;25;9705;0;2;4852;;57;1024;4;Normal;N
981;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;8;8994;5391;3;4795;3489;37;365;4;Normal;N
1000;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;1;7098;8664;3;5254;2416;38;0;4;Normal;N
1030;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;8;8386;8399;2;8392;121;42;853;4;Normal;N
1046;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;8;7318;7479;2;7398;1222;40;860;3;Normal;N
1082;Autre;Marié;Mme;M.;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;27;13943;16441;3;10128;5424;40;391;4;Normal;N
1116;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;1;7661;7331;3;4997;2476;32;0;4;Normal;N
1194;TV;Marié;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;20;12038;0;1;12038;;61;1245;3;Rapide;N
1227;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;8;9172;5968;3;5046;3324;34;391;4;Normal;N
1284;Autre;Marié;Mme;M.;Oui;Non;Locataire;Maison;Ouvrier qualifié;2;23;13339;14533;4;6968;5223;42;345;3;Normal;N
1308;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;23;11447;0;3;3815;;56;907;4;Normal;N
1343;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;21;11148;0;3;3716;;48;1062;4;Normal;N
1391;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;1;9;8511;6087;3;4866;318;36;346;4;Normal;N
1435;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;6;8721;0;3;2907;;45;744;4;Normal;N
1472;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;24;10542;0;3;3514;;51;1086;4;Normal;N
1507;Autre;Marié;Mme;M.;Oui;Non;Locataire;Maison;Ouvrier qualifié;2;25;13920;15729;4;7412;5256;43;372;4;Normal;N
1524;TV;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;11;8709;12923;2;10816;1485;53;219;4;Normal;N
1535;TV;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;9;9459;13535;2;11497;158;47;242;4;Normal;N
1542;Autre;Divorcé;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;18;8697;0;1;8697;1328;43;248;3;Rapide;N
1559;Autre;Divorcé;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;17;9555;0;1;9555;1269;43;224;3;Rapide;N
1632;TV;Marié;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;19;12348;0;1;12348;;59;1393;3;Rapide;N
1643;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;23;10651;0;3;3550;;52;992;4;Normal;N
1710;Autre;Marié;Mme;M.;Oui;Non;Locataire;Maison;Ouvrier qualifié;2;25;12689;15826;4;7128;5752;41;391;4;Normal;N
1790;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Ouvrier qualifié;1;7;8714;0;3;2904;;44;765;4;Normal;N
1792;Autre;Divorcé;Mme;Aucun;Non;Non;Locataire;Maison;Ouvrier qualifié;0;17;8814;0;1;8814;1333;44;228;3;Rapide;N
1813;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;5;6720;0;2;3360;12;33;0;2;Lent;N
1868;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;5;7292;0;2;3646;1162;33;0;2;Lent;N
1870;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;5;6290;0;2;3145;1296;33;0;2;Lent;N
1871;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Ouvrier qualifié;0;5;6559;0;2;3279;1215;36;0;2;Lent;N
68;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;11057;6034;3;5697;2576;30;0;3;Rapide;N
78;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;10824;6283;3;5702;2856;28;0;3;Rapide;N
416;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Représentant;1;10;9163;5654;3;4939;16;47;1850;4;Normal;N
473;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;11307;5773;3;5693;318;29;0;1;Rapide;N
618;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Représentant;1;10;8720;5145;3;4621;1691;43;1683;4;Normal;N
785;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;10392;5887;3;5426;2622;26;0;3;Rapide;N
865;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;2;17;13708;10949;4;6164;962;40;1399;3;Rapide;N
1112;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;10582;6811;3;5797;2974;28;0;1;Rapide;N
1159;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Représentant;1;11;9241;5149;3;4796;1471;48;1999;4;Normal;N
1268;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;17;12979;10402;3;7793;929;39;1255;3;Rapide;N
1273;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Représentant;1;9;9183;6119;3;5100;1513;44;2008;4;Normal;N
1276;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;2;16;14384;11179;4;6390;896;38;1183;3;Rapide;N
1414;Autre;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Représentant;1;9;9742;5233;3;4991;1562;47;1874;4;Normal;N
1700;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;2;16;14064;9831;4;5973;135;41;1191;3;Rapide;N
1884;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;2;17;13728;10872;4;6150;96;41;1302;1;Rapide;N
163;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;11748;10951;3;7566;399;29;0;3;Rapide;O
249;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;10053;10028;3;6693;2998;27;0;3;Rapide;O
350;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;10824;10449;3;7091;2856;28;0;3;Rapide;O
880;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;1;5;11807;11305;3;7704;331;27;0;3;Rapide;O
1405;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Représentant;2;5;10819;10178;4;5249;2931;28;0;2;Lent;O
65;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;14;28434;14307;2;21370;814;64;611;1;Rapide;N
93;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Retraité;0;33;5804;8340;2;7072;;58;470;3;Normal;N
198;Autre;Célibataire;Mlle;Aucun;Non;Non;Locataire;Maison;Retraité;0;9;5769;0;1;5769;;59;0;3;Normal;N
199;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;15;25920;14659;2;20289;8;68;620;3;Rapide;N
203;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;1;8;9340;9316;3;6218;;76;0;2;Lent;N
241;Autre;Concubin;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;14;3477;4525;2;4001;;63;0;3;Normal;N
285;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Retraité;0;32;5623;7880;2;6751;;50;496;4;Normal;N
291;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;33;11779;14136;2;12957;2466;59;0;4;Normal;N
312;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;3;0;7152;10803;5;3591;247;43;2163;3;Rapide;N
386;Autre;Célibataire;Mlle;Aucun;Non;Non;Locataire;Maison;Retraité;0;10;5592;0;1;5592;;62;0;4;Normal;N
444;Autre;Marié;Mme;Mme;Oui;Oui;Locataire;Maison;Retraité;0;6;3863;0;2;1931;;64;0;4;Normal;N
446;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;31;10793;14552;2;12672;2759;66;0;4;Normal;N
474;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;41;13738;0;2;6869;;58;2213;4;Normal;N
482;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;8;9753;9418;2;9585;;69;0;3;Rapide;N
496;Autre;Célibataire;Mlle;Aucun;Non;Non;Locataire;Maison;Retraité;0;11;5435;0;1;5435;;64;0;4;Normal;N
556;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;35;0;0;2;0;249;52;0;4;Normal;N
564;Autre;Marié;Mme;Mme;Oui;Oui;Locataire;Maison;Retraité;1;6;4278;0;3;1426;;66;0;2;Lent;N
568;Autre;Célibataire;Mlle;Aucun;Non;Non;Locataire;Maison;Retraité;0;9;5601;0;1;5601;;59;0;4;Normal;N
591;Autre;Marié;Mme;Mme;Oui;Oui;Locataire;Maison;Retraité;0;6;4224;0;2;2112;;61;0;4;Normal;N
597;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Retraité;0;32;5576;8507;2;7041;;52;450;3;Normal;N
619;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;2;0;8270;11945;4;5053;2177;46;2279;2;Lent;N
632;TV;Célibataire;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;9;12874;0;2;6437;157;76;786;4;Normal;N
677;TV;Célibataire;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;10;11788;0;2;5894;144;70;806;4;Normal;N
700;Autre;Concubin;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;14;3279;5010;2;4144;;65;0;4;Normal;N
709;TV;Célibataire;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;9;12523;0;2;6261;1533;67;757;4;Normal;N
721;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;3;0;7711;12848;5;4111;1821;42;1986;3;Rapide;N
747;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;1;41;13727;0;3;4575;;64;2082;2;Lent;N
778;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;9;9623;9627;2;9625;;66;0;3;Rapide;N
792;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;1;0;8224;11510;3;6578;1874;41;2098;4;Normal;N
804;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;16;24447;15748;2;20097;772;69;598;3;Rapide;N
896;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Retraité;0;34;6351;7442;2;6896;;58;448;4;Normal;N
933;Autre;Marié;Mme;Mme;Oui;Oui;Locataire;Maison;Retraité;0;7;4508;0;2;2254;;57;0;4;Normal;N
990;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;40;14280;0;2;7140;;61;2294;4;Normal;N
1036;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Maison;Retraité;0;32;6144;7766;2;6955;;54;496;4;Normal;N
1045;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;8;9751;9890;2;9820;;69;0;3;Rapide;N
1048;Autre;Célibataire;Mlle;Aucun;Non;Non;Locataire;Maison;Retraité;0;10;5427;0;1;5427;;65;0;4;Normal;N
1192;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;32;0;0;2;0;28;54;0;4;Normal;N
1226;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;15;24731;15999;2;20365;857;74;599;1;Rapide;N
1345;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;2;0;7737;11798;4;4883;2;44;2170;2;Lent;N
1356;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;8;9120;10305;2;9712;;70;0;3;Rapide;N
1375;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;32;0;0;2;0;194;59;0;4;Normal;N
1392;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;30;11570;13190;2;12380;2728;61;0;4;Normal;N
1467;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;38;14901;0;2;7450;;65;2456;4;Normal;N
1489;Autre;Concubin;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;14;3228;4507;2;3867;;65;0;4;Normal;N
1508;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;33;0;0;2;0;2198;50;0;4;Normal;N
1560;TV;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;1;40;14580;0;3;4860;;67;2424;2;Lent;N
1591;Autre;Marié;Mme;Mme;Oui;Oui;Locataire;Maison;Retraité;0;5;3921;0;2;1960;;65;0;4;Normal;N
1604;Autre;Concubin;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;13;3200;5140;2;4170;;66;0;4;Normal;N
1618;Autre;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;14;24340;15249;2;19794;725;63;582;3;Rapide;N
1629;Autre;Concubin;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;13;3220;4732;2;3976;;64;0;4;Normal;N
1707;TV;Célibataire;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;10;10711;0;2;5355;145;65;850;4;Normal;N
1777;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;30;11808;13771;2;12789;256;64;0;4;Normal;N
1839;Courrier;Marié;Mme;M.;Oui;Non;Locataire;Maison;Retraité;0;33;0;0;2;0;2155;51;0;4;Normal;N
1840;Courrier;Marié;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;28;12343;13223;2;12783;2776;65;0;4;Normal;N
1881;TV;Célibataire;M.;Mme;Oui;Non;Locataire;Maison;Retraité;0;9;11332;0;2;5666;1423;72;790;4;Normal;N
592;Courrier;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;39;6657;0;2;3328;;67;0;4;Normal;O
800;Courrier;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;41;6566;0;2;3283;;62;0;4;Normal;O
1090;Courrier;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;40;6494;0;2;3247;;66;0;4;Normal;O
1092;Courrier;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;0;39;6521;0;2;3260;;66;0;4;Normal;O
1370;Courrier;Marié;M.;Mme;Oui;Oui;Locataire;Maison;Retraité;1;40;6491;0;3;2163;;69;0;2;Lent;O
165;TV;Concubin;Mlle;M.;Oui;Non;Propriétaire;Appartement;Cadre;0;6;8001;6244;2;7122;1548;31;868;1;Rapide;N
275;Courrier;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;2;21;11049;14064;4;6278;1156;26;1339;3;Rapide;O
280;Autre;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;2;15;23040;0;3;7680;32;40;248;4;Normal;N
457;Courrier;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;8;16800;0;1;16800;8;34;207;3;Rapide;N
666;TV;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;8;13728;0;1;13728;176;29;1388;3;Rapide;N
941;Autre;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;3;14400;0;1;14400;;34;0;4;Normal;N
960;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;3;8;27840;22185;5;10005;28;31;930;4;Normal;O
1074;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;21;13440;21686;3;11708;36;40;2604;3;Rapide;N
1108;Autre;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;10;36480;0;1;36480;416;45;0;3;Rapide;N
1115;TV;Divorcé;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;23;15268;0;1;15268;8;48;744;4;Normal;N
1252;Autre;Concubin;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;0;6;8942;5409;2;7175;1748;23;0;4;Normal;N
1265;Autre;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;18;4579;6249;3;3609;;30;1453;4;Normal;N
1314;TV;Séparé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;12;8160;0;1;8160;;46;0;4;Normal;N
1318;TV;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;2;9652;0;1;9652;4;32;744;4;Normal;N
1374;Autre;Divorcé;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;2;6;20640;0;3;6880;152;46;1550;4;Normal;O
1576;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;18;9600;5419;2;7509;132;43;561;4;Normal;N
1611;Autre;Célibataire;M.;Aucun;Non;Oui;Propriétaire;Appartement;Cadre;0;10;33600;0;1;33600;464;58;124;3;Rapide;O
1680;Autre;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;35;7915;0;1;7915;168;62;744;4;Normal;N
15;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;2;4;3144;3964;4;1777;188;27;620;4;Normal;O
21;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;10;11472;0;2;5736;1896;44;0;4;Normal;O
45;TV;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;4;22080;0;1;22080;48;42;868;4;Normal;O
80;Autre;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;17;10944;0;1;10944;;43;0;4;Normal;O
85;Courrier;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;15;20265;18331;3;12865;3376;47;930;4;Normal;O
128;TV;Célibataire;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;9;10368;0;1;10368;;53;1550;3;Rapide;O
130;TV;Concubin;M.;Aucun;Non;Oui;Propriétaire;Appartement;Cadre;1;2;29712;0;2;14856;312;43;2480;4;Normal;O
157;TV;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;3;7776;0;1;7776;;29;1162;4;Normal;O
186;Autre;Célibataire;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;30;11712;0;2;5856;2;62;744;4;Normal;O
189;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;0;23;12254;16108;2;14181;16;46;1190;4;Normal;O
200;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;18;9600;0;3;3200;132;43;868;4;Normal;O
202;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;10;12480;13598;4;6519;2216;30;899;4;Normal;O
232;Autre;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;32;13660;0;1;13660;192;55;1364;4;Normal;O
236;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;4;18912;18700;3;12537;54;32;477;3;Rapide;O
274;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;1;14400;0;4;3600;144;33;0;3;Rapide;O
322;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;3;15;14054;12840;5;5378;456;37;1116;4;Normal;O
332;TV;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;7;7680;0;1;7680;14;50;775;3;Normal;O
335;Autre;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;10;8784;0;1;8784;14;27;248;4;Normal;O
366;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;8;22752;22243;2;22497;352;37;744;4;Normal;O
571;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;18;9600;4953;3;4851;132;43;868;4;Normal;O
601;Autre;Divorcé;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;15;23145;0;1;23145;256;48;620;4;Normal;O
622;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;28;27360;32448;2;29904;3416;54;124;4;Normal;O
691;Autre;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;2;20640;0;1;20640;192;49;0;4;Normal;O
760;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;18;9600;11380;2;10490;132;43;561;4;Normal;O
768;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;14;13670;12681;4;6587;4;33;1798;4;Normal;O
821;Autre;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;3;12235;8260;3;6831;12;37;1240;4;Normal;O
840;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;5;16848;11035;3;9294;254;28;0;3;Rapide;O
930;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;29;17472;9331;2;13401;2532;46;1779;4;Normal;O
944;Autre;Célibataire;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;12;14419;0;1;14419;234;30;877;3;Rapide;O
951;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;0;4;8649;8736;2;8692;32;38;248;3;Rapide;O
970;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;1;5;37440;44030;3;27156;8;46;0;3;Rapide;O
1006;Autre;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;20;14961;22536;3;12499;;55;744;4;Normal;O
1031;Autre;Célibataire;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;1;10;9120;0;2;4560;16;30;0;2;Lent;O
1085;TV;Célibataire;Mlle;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;5;6048;0;1;6048;128;25;443;4;Normal;O
1091;Courrier;Divorcé;Mme;Aucun;Non;Oui;Propriétaire;Appartement;Cadre;1;14;7536;0;2;3768;1976;41;0;4;Normal;O
1130;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;3;6;22588;0;5;4517;2516;34;2015;4;Normal;O
1188;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;10;12480;14913;4;6848;2216;30;899;4;Normal;O
1225;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;3;20;10540;12028;5;4513;84;43;1336;4;Normal;O
1323;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;3;12;48000;0;5;9600;6;45;6014;3;Rapide;O
1352;Autre;Divorcé;M.;Aucun;Non;Non;Propriétaire;Appartement;Cadre;1;7;7516;0;2;3758;;45;0;4;Normal;O
1389;Autre;Célibataire;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;0;4;17419;0;1;17419;24;54;0;4;Normal;O
1428;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;3;18;9052;9883;5;3787;3196;39;930;4;Normal;O
1446;Autre;Concubin;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;3;5;6720;8443;5;3032;;39;682;4;Normal;O
1490;Autre;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;18;9600;0;2;4800;132;43;561;4;Normal;O
1539;TV;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;1;12;8971;0;2;4485;112;35;0;3;Normal;O
1647;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;10;12000;0;4;3000;96;43;0;4;Normal;O
1768;Autre;Concubin;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;4;25;12235;19857;6;5348;2216;43;86;4;Normal;O
1770;Courrier;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;0;24;11131;6292;2;8711;16;49;1240;1;Rapide;O
1771;TV;Célibataire;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;0;1;15360;17577;2;16468;128;40;1643;4;Normal;O
1819;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;4;11035;14625;3;8553;2832;41;1178;4;Normal;O
1825;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;10;12000;12460;4;6115;96;43;0;4;Normal;O
1866;TV;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;1;1;13440;0;2;6720;336;42;310;4;Normal;O
1819;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Cadre;1;4;11035;14625;3;8553;2832;41;1178;4;Normal;O
1825;TV;Marié;M.;Mme;Oui;Non;Propriétaire;Appartement;Cadre;2;10;12000;12460;4;6115;96;43;0;4;Normal;O
1866;TV;Divorcé;Mme;Aucun;Non;Non;Propriétaire;Appartement;Cadre;1;1;13440;0;2;6720;336;42;310;4;Normal;O
1582;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Chômeur;3;13;0;0;5;0;216;35;0;4;Normal;N
1623;Courrier;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Chômeur;4;15;0;0;6;0;112;46;0;3;Rapide;N
268;TV;Marié;Mme;M.;Oui;Non;Propriétaire;Appartement;Chômeur;0;20;0;0;2;0;96;39;279;2;Lent;O
