CODE_CLIENT;Raison;Statut marital;Titre;Titre CoEmp;Garantie;Assurance;Logement;Type logement;Profession;Enfants;Ancienneté bancaire;Salaire;Salaire CoEmp;Nb Pers;Revenu / tête;Loyer;Âge;Emprunts courants;Durée emprunt;Remboursement;Succès
1495;0;3;2;1;1;0;1;1;0;1;19;11263;6409;3;5890;;50;1615;2;0;0
1616;0;3;2;1;1;0;1;1;0;1;18;11354;5904;3;5752;;45;1635;2;0;0
1635;0;3;0;3;1;0;1;1;0;0;5;32943;0;2;16471;;49;474;3;2;0
1640;0;3;0;3;1;0;1;1;0;1;5;33823;0;3;11274;;43;508;2;0;0
1672;2;3;0;3;1;1;1;1;0;2;17;11955;0;4;2988;3293;48;1322;4;1;0
1683;0;3;0;3;1;0;1;1;0;0;5;31578;0;2;15789;;48;529;1;2;0
1797;2;3;2;1;1;1;1;1;0;3;10;7186;6306;5;2698;2233;37;631;4;1;0
1837;2;3;2;1;1;1;1;1;0;3;12;7763;5915;5;2735;233;36;597;4;1;0
138;2;3;2;1;1;0;1;1;0;1;11;9316;10181;3;6499;;30;230;3;2;1
152;2;3;2;1;1;0;1;1;0;1;10;9177;14996;3;8057;;30;254;3;2;1
299;1;1;2;0;0;1;1;1;0;0;6;5565;0;1;5565;;26;848;4;1;1
325;2;3;2;1;1;0;1;1;0;2;11;9265;12831;4;5524;;27;256;2;0;1
359;2;3;2;1;1;0;1;1;0;1;10;9004;11526;3;6843;;30;259;1;2;1
579;2;3;2;1;1;0;1;1;0;0;10;9262;14345;2;11803;;30;227;1;2;1
793;2;3;2;1;1;0;1;1;0;1;12;9273;10987;3;6753;;30;268;1;2;1
813;2;3;2;1;1;0;1;1;0;1;11;9120;13636;3;7585;;28;248;3;2;1
820;1;1;2;0;0;1;1;1;0;0;7;5147;0;1;5147;;26;940;4;1;1
1079;2;3;2;1;1;0;1;1;0;1;12;9086;10417;3;6501;;30;270;3;2;1
1319;2;3;2;1;1;0;1;1;0;1;10;9212;13029;3;7413;;29;244;3;2;1
1371;1;1;2;0;0;1;1;1;0;0;6;5331;0;1;5331;;24;990;3;1;1
1445;1;1;2;0;0;1;1;1;0;0;6;5977;0;1;5977;;23;894;4;1;1
1536;2;3;2;1;1;0;1;1;0;1;11;9120;11217;3;6779;;28;248;3;2;1
1846;1;1;2;0;0;1;1;1;0;0;6;5649;0;1;5649;;24;930;3;1;1
1846;1;1;2;0;0;1;1;1;0;0;6;5649;0;1;5649;;24;930;3;1;1
413;1;3;2;1;1;1;1;1;1;3;19;0;0;5;0;1932;32;438;4;1;1
500;1;3;2;1;1;1;1;1;1;3;18;0;0;5;0;2115;31;448;4;1;1
525;1;3;2;1;1;1;1;1;1;3;19;0;0;5;0;2157;35;395;4;1;1
1087;1;3;2;1;1;1;1;1;1;3;18;0;0;5;0;195;31;430;4;1;1
1529;1;3;2;1;1;1;1;1;1;3;20;0;0;5;0;2112;33;434;4;1;1
212;2;3;0;3;1;1;1;1;2;2;12;7320;0;4;1830;18;50;744;4;1;0
234;2;3;0;3;1;1;1;1;2;3;11;7936;0;5;1587;187;55;729;2;0;0
235;0;3;2;1;1;0;1;1;2;0;3;5057;7017;2;6037;1724;52;0;3;1;0
292;2;3;2;1;1;1;1;1;2;0;8;7529;8987;2;8258;;44;0;4;1;0
308;0;3;2;1;1;1;1;1;2;3;16;5683;5800;5;2296;23;34;259;4;1;0
368;0;3;0;3;1;0;1;1;2;0;23;9292;0;2;4646;167;43;2213;4;1;0
392;2;3;2;1;1;1;1;1;2;0;8;7586;9011;2;8298;;46;0;3;1;0
645;2;3;2;1;1;1;1;1;2;0;9;7174;8937;2;8055;;42;0;4;1;0
748;2;3;2;1;1;1;1;1;2;0;9;7556;9502;2;8529;;47;0;4;1;0
962;0;3;2;1;1;1;1;1;2;3;15;5816;6192;5;2401;2361;35;224;4;1;0
965;2;3;0;3;1;1;1;1;2;2;12;7228;0;4;1807;158;49;793;3;1;0
1050;0;3;2;1;1;1;1;1;2;3;15;6362;5846;5;2441;2395;34;231;4;1;0
1105;0;3;0;3;1;0;1;1;2;0;21;9984;0;2;4992;942;44;2229;4;1;0
1208;0;3;0;3;1;0;1;1;2;0;22;10219;0;2;5109;94;48;2529;4;1;0
1241;2;3;2;1;1;1;1;1;2;0;9;7958;8841;2;8399;;45;0;3;1;0
1261;0;3;2;1;1;0;1;1;2;0;3;4433;7357;2;5895;149;49;0;4;1;0
1316;0;3;2;1;1;0;1;1;2;0;3;4718;7185;2;5951;16;49;0;4;1;0
1417;0;3;2;1;1;1;1;1;2;3;15;5937;6340;5;2455;224;35;248;4;1;0
1439;0;3;2;1;1;0;1;1;2;0;3;4953;7215;2;6084;1759;49;0;4;1;0
1449;0;3;2;1;1;0;1;1;2;0;3;4529;7241;2;5885;1616;49;0;4;1;0
1613;2;3;0;3;1;1;1;1;2;2;12;6876;0;4;1719;1129;50;676;3;1;0
1631;0;3;2;1;1;1;1;1;2;3;16;6321;6004;5;2465;2159;33;260;4;1;0
1783;0;3;0;3;1;0;1;1;2;0;22;9648;0;2;4824;992;45;2356;4;1;0
1804;0;3;0;3;1;0;1;1;2;0;21;8843;0;2;4421;94;47;2267;4;1;0
1845;2;3;0;3;1;1;1;1;2;3;11;8024;0;5;1604;165;50;796;2;0;0
297;2;3;2;1;1;1;1;1;2;2;20;7575;8511;4;4021;297;33;0;4;1;1
819;2;3;2;1;1;1;1;1;2;3;19;7358;8351;5;3141;3278;35;0;4;1;1
888;2;3;2;1;1;1;1;1;2;3;22;7612;9322;5;3386;2925;39;0;4;1;1
1210;2;3;2;1;1;1;1;1;2;3;20;6764;8435;5;3039;317;35;0;4;1;1
1229;2;3;2;1;1;1;1;1;2;3;20;7180;8635;5;3163;32;36;0;4;1;1
215;2;5;2;0;0;0;1;1;3;0;25;6866;0;1;6866;;45;1623;3;1;0
354;0;3;2;1;1;1;1;1;3;2;16;7547;5913;4;3365;259;36;0;4;1;0
357;2;3;2;1;1;1;1;1;3;1;12;7392;6755;3;4715;3241;41;799;4;1;0
490;0;3;0;3;1;0;1;1;3;1;13;7883;0;3;2627;1559;45;1176;3;2;0
510;0;3;0;3;1;0;1;1;3;1;12;7411;0;3;2470;1424;42;1153;3;2;0
524;2;3;2;1;1;1;1;1;3;1;12;8628;7706;3;5444;3525;40;880;4;1;0
542;2;5;2;0;0;0;1;1;3;1;24;6611;0;2;3305;;49;1403;2;0;0
787;2;3;2;1;1;1;1;1;3;2;12;8487;7937;4;4106;3185;45;925;2;0;0
841;2;3;2;1;1;1;1;1;3;1;9;11289;17560;3;9616;2944;45;0;4;1;0
856;0;3;2;1;1;1;1;1;3;2;16;7492;6235;4;3431;24;36;0;4;1;0
874;2;5;2;0;0;0;1;1;3;1;27;6250;0;2;3125;;50;1603;2;0;0
898;2;3;2;1;1;1;1;1;3;1;8;11404;17812;3;9738;388;43;0;3;1;0
958;0;3;2;1;1;1;1;1;3;2;15;7131;6488;4;3404;249;33;0;4;1;0
982;2;5;2;0;0;0;1;1;3;0;27;6523;0;1;6523;;46;1550;4;1;0
1044;2;5;2;0;0;0;1;1;3;1;27;6174;0;2;3087;;46;1638;2;0;0
1195;2;3;2;1;1;1;1;1;3;1;13;8322;7681;3;5334;3543;43;811;4;1;0
1336;0;3;0;3;1;0;1;1;3;1;12;7638;0;3;2546;1538;45;1206;3;2;0
1341;2;3;2;1;1;1;1;1;3;1;7;11271;18320;3;9863;336;41;0;4;1;0
1362;2;3;2;1;1;1;1;1;3;1;12;8073;7440;3;5171;336;41;868;4;1;0
1365;2;3;2;1;1;1;1;1;3;2;8;10703;18381;4;7271;316;45;0;2;0;0
1420;0;3;0;3;1;0;1;1;3;2;11;8046;0;4;2011;1455;39;1153;2;0;0
1424;0;3;0;3;1;0;1;1;3;2;12;7492;0;4;1873;1442;46;1169;2;0;0
1607;0;3;2;1;1;1;1;1;3;2;15;7131;6044;4;3293;2498;38;0;4;1;0
1630;2;3;2;1;1;1;1;1;3;1;9;10279;19345;3;9874;355;39;0;4;1;0
1744;0;3;2;1;1;1;1;1;3;2;16;7194;6745;4;3484;2491;39;0;4;1;0
51;2;3;0;3;1;0;1;1;4;2;17;14787;8626;4;5853;3913;46;1313;3;1;0
112;0;3;2;1;1;0;1;1;4;2;24;11035;13990;4;6256;4145;39;115;4;1;0
318;2;3;0;3;1;0;1;1;4;2;17;13432;9278;4;5677;4118;52;1178;4;1;0
538;2;3;0;3;1;0;1;1;4;2;15;13214;9308;4;5630;3672;50;1165;4;1;0
581;0;3;2;1;1;0;1;1;4;0;32;30838;47719;2;39278;2368;45;812;4;1;0
716;2;3;2;1;1;0;1;1;4;1;6;13643;20511;3;11384;158;52;1193;4;1;0
770;2;3;2;1;1;0;1;1;4;1;7;12208;21162;3;11123;116;58;1220;4;1;0
887;2;3;2;1;1;0;1;1;4;1;7;13356;18946;3;10767;15;56;1287;4;1;0
936;0;3;2;1;1;0;1;1;4;2;21;11790;14178;4;6492;444;46;135;4;1;0
1007;2;3;0;3;1;0;1;1;4;2;16;14572;8946;4;5879;3686;48;1118;4;1;0
1119;0;3;2;1;1;0;1;1;4;2;24;10183;15187;4;6342;4255;39;133;4;1;0
1120;2;3;0;3;1;0;1;1;4;2;16;13857;8856;4;5678;4;49;1240;4;1;0
1164;0;3;2;1;1;0;1;1;4;0;31;26330;42937;2;34633;221;48;869;4;1;0
1331;0;3;2;1;1;0;1;1;4;2;23;11155;14270;4;6356;4;42;124;4;1;0
1452;2;3;2;1;1;0;1;1;4;1;7;12580;19296;3;10625;112;57;1240;4;1;0
1504;0;3;2;1;1;0;1;1;4;1;28;27046;47229;3;24758;232;44;817;2;0;0
1543;2;3;2;1;1;0;1;1;4;1;7;11416;19337;3;10251;1173;62;1342;3;1;0
1546;0;3;2;1;1;0;1;1;4;0;30;28224;46953;2;37588;2236;45;824;4;1;0
1689;0;3;2;1;1;0;1;1;4;1;27;29744;48482;3;26075;2237;49;847;2;0;0
1789;0;3;2;1;1;0;1;1;4;2;24;11495;15119;4;6653;4378;40;121;4;1;0
106;1;3;2;1;1;0;1;1;5;0;10;2976;3993;2;3484;;63;0;3;2;0
675;1;3;2;1;1;0;1;1;5;0;11;2829;4061;2;3445;;66;0;3;2;0
867;1;3;2;1;1;0;1;1;5;0;10;3112;3998;2;3555;;66;0;3;2;1
1099;1;3;2;1;1;0;1;1;5;0;10;2821;4207;2;3514;;64;0;3;2;1
1165;1;3;2;1;1;0;1;1;5;0;10;2883;3689;2;3286;;67;0;1;2;1
7;0;3;2;1;1;1;1;1;6;3;8;1964;1122;5;617;;37;0;4;1;0
33;0;3;2;1;1;1;1;1;6;0;6;10288;13125;2;11706;2919;66;0;3;2;0
43;0;3;2;1;1;1;1;1;6;1;20;5664;6787;3;4150;;43;0;3;1;0
44;2;3;0;3;1;0;1;1;6;0;30;6336;7459;2;6897;;54;868;4;1;0
64;0;3;0;3;1;1;1;1;6;0;23;6240;0;2;3120;;49;992;3;2;0
89;0;3;2;1;1;1;1;1;6;4;7;1869;1213;6;513;;34;0;2;0;0
95;2;3;0;3;1;1;1;1;6;1;21;7453;0;3;2484;2251;48;895;4;1;0
99;2;1;2;0;0;0;1;1;6;1;13;25928;0;2;12964;;26;1360;3;2;0
178;0;3;2;1;1;1;1;1;6;1;18;6107;6366;3;4157;;40;0;3;1;0
213;0;2;0;0;0;0;1;1;6;0;18;7237;0;1;7237;2435;34;0;4;1;0
247;2;3;0;3;1;0;1;1;6;0;32;6020;6843;2;6431;;56;846;4;1;0
277;2;1;2;0;0;0;1;1;6;0;13;25149;0;1;25149;;26;1264;1;2;0
334;2;3;0;3;1;0;1;1;6;1;10;8457;6761;3;5072;;47;727;3;1;0
338;2;3;0;3;1;1;1;1;6;2;19;7544;0;4;1886;2178;46;1043;2;0;0
419;1;3;2;1;1;1;1;1;6;3;7;3791;5979;5;1954;289;44;171;4;1;0
461;2;3;0;3;1;1;1;1;6;1;20;7008;0;3;2336;28;44;992;4;1;0
548;0;3;0;3;1;1;1;1;6;1;22;5750;0;3;1916;;50;987;2;0;0
574;0;3;0;3;1;1;1;1;6;0;24;6058;0;2;3029;;50;1018;3;2;0
658;0;3;2;1;1;1;1;1;6;3;7;1749;1021;5;554;;40;0;4;1;0
684;0;3;2;1;1;1;1;1;6;0;6;9600;12528;2;11064;32;67;0;3;2;0
688;2;3;0;3;1;0;1;1;6;1;10;8360;6656;3;5005;;48;879;4;1;0
702;2;3;0;3;1;1;1;1;6;1;20;7309;0;3;2436;1981;45;941;4;1;0
766;2;3;0;3;1;1;1;1;6;1;20;6640;0;3;2213;24;47;893;4;1;0
786;0;2;0;0;0;0;1;1;6;0;18;7240;0;1;7240;2718;41;0;4;1;0
816;0;3;0;3;1;1;1;1;6;0;24;5731;0;2;2865;;48;1014;3;2;0
817;0;3;2;1;1;1;1;1;6;1;18;5938;7388;3;4442;;40;0;4;1;0
918;2;3;0;3;1;0;1;1;6;0;33;6315;7955;2;7135;;52;933;4;1;0
919;1;3;2;1;1;1;1;1;6;3;7;3752;5559;5;1862;1736;45;172;3;1;0
927;2;1;2;0;0;0;1;1;6;0;11;26781;0;1;26781;;24;1355;3;2;0
934;0;3;0;3;1;1;1;1;6;3;16;7560;0;5;1512;93;30;963;4;1;0
954;0;3;0;3;1;1;1;1;6;3;15;7200;0;5;1440;892;32;964;4;1;0
995;2;3;0;3;1;0;1;1;6;3;16;7248;4420;5;2333;144;45;0;4;1;0
1013;2;3;0;3;1;0;1;1;6;0;32;5775;7750;2;6762;;58;898;3;1;0
1014;0;3;2;1;1;1;1;1;6;0;6;10166;12361;2;11263;3194;67;0;3;2;0
1047;2;3;0;3;1;0;1;1;6;1;10;8712;5812;3;4841;;47;871;4;1;0
1122;1;3;2;1;1;1;1;1;6;3;7;3758;5971;5;1945;192;42;186;3;1;0
1175;1;3;2;1;1;1;1;1;6;3;6;3956;5440;5;1879;1743;45;191;4;1;0
1184;0;2;0;0;0;0;1;1;6;0;19;7684;0;1;7684;256;37;0;4;1;0
1214;0;3;2;1;1;1;1;1;6;0;6;9762;12269;2;11015;342;73;0;3;2;0
1240;2;3;0;3;1;0;1;1;6;0;32;5711;8150;2;6930;;50;950;4;1;0
1256;0;3;2;1;1;1;1;1;6;1;19;5251;7127;3;4126;;45;0;4;1;0
1260;0;3;0;3;1;1;1;1;6;0;23;6698;0;2;3349;;50;1079;3;2;0
1285;0;2;0;0;0;0;1;1;6;0;19;7863;0;1;7863;2813;34;0;4;1;0
1355;0;3;2;1;1;1;1;1;6;3;7;1920;1128;5;609;;37;0;4;1;0
1436;2;1;2;0;0;0;1;1;6;1;13;29491;0;2;14745;;26;1326;3;2;0
1455;2;3;0;3;1;0;1;1;6;3;15;6996;4451;5;2289;1529;41;0;3;1;0
1457;1;3;2;1;1;1;1;1;6;3;6;3724;6458;5;2036;1831;38;200;4;1;0
1464;2;3;0;3;1;0;1;1;6;3;16;7491;4317;5;2361;1433;47;0;4;1;0
1528;2;3;0;3;1;0;1;1;6;2;10;8137;5681;4;3454;;42;779;2;0;0
1555;0;3;0;3;1;1;1;1;6;2;15;7238;0;4;1809;943;35;932;4;1;0
1556;0;3;2;1;1;1;1;1;6;1;20;5178;7298;3;4158;;47;0;4;1;0
1568;0;3;2;1;1;1;1;1;6;3;7;1788;1108;5;579;;36;0;3;1;0
1641;0;3;0;3;1;1;1;1;6;3;15;7770;0;5;1554;953;31;1017;4;1;0
1670;2;3;0;3;1;0;1;1;6;1;10;8160;6201;3;4787;;44;806;4;1;0
1677;0;3;2;1;1;1;1;1;6;0;6;10315;12312;2;11313;324;66;0;3;2;0
1714;0;2;0;0;0;0;1;1;6;1;17;7654;0;2;3827;2644;37;0;2;0;0
1785;2;1;2;0;0;0;1;1;6;1;15;27840;0;2;13920;;26;1240;3;2;0
1793;2;3;0;3;1;0;1;1;6;3;16;7816;4341;5;2431;133;41;0;4;1;0
1855;0;3;0;3;1;1;1;1;6;3;15;7276;0;5;1455;848;32;983;3;1;0
1878;2;3;0;3;1;0;1;1;6;3;16;7945;4626;5;2514;1363;41;0;4;1;0
375;2;0;0;3;1;0;1;1;6;1;16;7102;0;3;2367;3711;34;0;3;2;1
758;2;0;0;3;1;0;1;1;6;1;16;7200;0;3;2400;472;36;0;3;2;1
1063;2;0;0;3;1;0;1;1;6;1;16;7756;0;3;2585;4361;34;0;1;2;1
1466;2;0;0;3;1;0;1;1;6;2;15;6761;0;4;1690;4435;33;0;2;0;1
1787;2;0;0;3;1;0;1;1;6;1;15;6600;0;3;2200;3889;37;0;3;2;1
25;2;3;0;3;1;1;1;1;7;0;8;7833;7958;2;7895;128;42;868;4;1;0
39;2;3;2;0;0;0;1;1;7;0;20;11981;0;1;11981;;53;1458;3;2;0
47;0;2;2;0;0;0;1;1;7;0;19;9011;0;1;9011;1292;39;250;1;2;0
53;0;3;0;3;1;1;1;1;7;1;1;7193;7261;3;4818;2413;37;0;4;1;0
183;0;3;0;3;1;0;1;1;7;1;7;8532;0;3;2844;;49;787;4;1;0
194;0;3;0;3;1;1;1;1;7;1;1;7320;7915;3;5078;2364;35;0;4;1;0
393;2;3;2;1;1;1;1;1;7;0;10;8640;12945;2;10792;16;50;223;4;1;0
420;2;3;0;3;1;1;1;1;7;1;8;9187;5731;3;4972;328;37;372;4;1;0
495;2;3;2;1;1;1;1;1;7;0;10;7893;12224;2;10058;1578;52;211;4;1;0
537;0;3;0;3;1;0;1;1;7;1;6;7993;0;3;2664;;48;797;4;1;0
603;0;3;0;3;1;0;1;1;7;1;6;9097;0;3;3032;;42;724;4;1;0
646;2;3;2;0;0;0;1;1;7;0;20;12384;0;1;12384;;56;1364;3;2;0
655;0;2;2;0;0;0;1;1;7;0;17;8492;0;1;8492;1437;46;256;3;2;0
673;2;3;0;3;1;1;1;1;7;0;8;7715;7358;2;7536;1176;44;880;4;1;0
696;2;3;0;3;1;1;1;1;7;1;8;9632;5467;3;5033;2987;39;352;4;1;0
719;2;3;2;1;1;1;1;1;7;1;10;8501;12540;3;7013;1577;47;225;2;0;0
772;0;3;0;3;1;1;1;1;7;1;1;7706;7359;3;5021;2342;33;0;4;1;0
884;2;3;2;0;0;0;1;1;7;0;22;12235;0;1;12235;;55;1307;1;2;0
908;0;3;2;1;1;0;1;1;7;2;27;14305;14554;4;7214;5584;45;362;4;1;0
924;2;3;0;3;1;1;1;1;7;0;8;7788;8197;2;7992;1221;43;803;4;1;0
946;0;3;0;3;1;1;1;1;7;0;5;7166;0;2;3583;125;32;0;2;0;0
953;0;3;0;3;1;0;1;1;7;0;25;9705;0;2;4852;;57;1024;4;1;0
981;2;3;0;3;1;1;1;1;7;1;8;8994;5391;3;4795;3489;37;365;4;1;0
1000;0;3;0;3;1;1;1;1;7;1;1;7098;8664;3;5254;2416;38;0;4;1;0
1030;2;3;0;3;1;1;1;1;7;0;8;8386;8399;2;8392;121;42;853;4;1;0
1046;2;3;0;3;1;1;1;1;7;0;8;7318;7479;2;7398;1222;40;860;3;1;0
1082;0;3;2;1;1;0;1;1;7;1;27;13943;16441;3;10128;5424;40;391;4;1;0
1116;0;3;0;3;1;1;1;1;7;1;1;7661;7331;3;4997;2476;32;0;4;1;0
1194;2;3;2;0;0;0;1;1;7;0;20;12038;0;1;12038;;61;1245;3;2;0
1227;2;3;0;3;1;1;1;1;7;1;8;9172;5968;3;5046;3324;34;391;4;1;0
1284;0;3;2;1;1;0;1;1;7;2;23;13339;14533;4;6968;5223;42;345;3;1;0
1308;0;3;0;3;1;0;1;1;7;1;23;11447;0;3;3815;;56;907;4;1;0
1343;0;3;0;3;1;0;1;1;7;1;21;11148;0;3;3716;;48;1062;4;1;0
1391;2;3;0;3;1;1;1;1;7;1;9;8511;6087;3;4866;318;36;346;4;1;0
1435;0;3;0;3;1;0;1;1;7;1;6;8721;0;3;2907;;45;744;4;1;0
1472;0;3;0;3;1;0;1;1;7;1;24;10542;0;3;3514;;51;1086;4;1;0
1507;0;3;2;1;1;0;1;1;7;2;25;13920;15729;4;7412;5256;43;372;4;1;0
1524;2;3;2;1;1;1;1;1;7;0;11;8709;12923;2;10816;1485;53;219;4;1;0
1535;2;3;2;1;1;1;1;1;7;0;9;9459;13535;2;11497;158;47;242;4;1;0
1542;0;2;2;0;0;0;1;1;7;0;18;8697;0;1;8697;1328;43;248;3;2;0
1559;0;2;2;0;0;0;1;1;7;0;17;9555;0;1;9555;1269;43;224;3;2;0
1632;2;3;2;0;0;0;1;1;7;0;19;12348;0;1;12348;;59;1393;3;2;0
1643;0;3;0;3;1;0;1;1;7;1;23;10651;0;3;3550;;52;992;4;1;0
1710;0;3;2;1;1;0;1;1;7;2;25;12689;15826;4;7128;5752;41;391;4;1;0
1790;0;3;0;3;1;0;1;1;7;1;7;8714;0;3;2904;;44;765;4;1;0
1792;0;2;2;0;0;0;1;1;7;0;17;8814;0;1;8814;1333;44;228;3;2;0
1813;0;3;0;3;1;1;1;1;7;0;5;6720;0;2;3360;12;33;0;2;0;0
1868;0;3;0;3;1;1;1;1;7;0;5;7292;0;2;3646;1162;33;0;2;0;0
1870;0;3;0;3;1;1;1;1;7;0;5;6290;0;2;3145;1296;33;0;2;0;0
1871;0;3;0;3;1;1;1;1;7;0;5;6559;0;2;3279;1215;36;0;2;0;0
68;1;3;0;3;1;0;1;1;8;1;5;11057;6034;3;5697;2576;30;0;3;2;0
78;1;3;0;3;1;0;1;1;8;1;5;10824;6283;3;5702;2856;28;0;3;2;0
416;0;3;0;3;1;1;1;1;8;1;10;9163;5654;3;4939;16;47;1850;4;1;0
473;1;3;0;3;1;0;1;1;8;1;5;11307;5773;3;5693;318;29;0;1;2;0
618;0;3;0;3;1;1;1;1;8;1;10;8720;5145;3;4621;1691;43;1683;4;1;0
785;1;3;0;3;1;0;1;1;8;1;5;10392;5887;3;5426;2622;26;0;3;2;0
865;1;3;0;3;1;0;1;1;8;2;17;13708;10949;4;6164;962;40;1399;3;2;0
1112;1;3;0;3;1;0;1;1;8;1;5;10582;6811;3;5797;2974;28;0;1;2;0
1159;0;3;0;3;1;1;1;1;8;1;11;9241;5149;3;4796;1471;48;1999;4;1;0
1268;1;3;0;3;1;0;1;1;8;1;17;12979;10402;3;7793;929;39;1255;3;2;0
1273;0;3;0;3;1;1;1;1;8;1;9;9183;6119;3;5100;1513;44;2008;4;1;0
1276;1;3;0;3;1;0;1;1;8;2;16;14384;11179;4;6390;896;38;1183;3;2;0
1414;0;3;0;3;1;1;1;1;8;1;9;9742;5233;3;4991;1562;47;1874;4;1;0
1700;1;3;0;3;1;0;1;1;8;2;16;14064;9831;4;5973;135;41;1191;3;2;0
1884;1;3;0;3;1;0;1;1;8;2;17;13728;10872;4;6150;96;41;1302;1;2;0
163;1;3;0;3;1;0;1;1;8;1;5;11748;10951;3;7566;399;29;0;3;2;1
249;1;3;0;3;1;0;1;1;8;1;5;10053;10028;3;6693;2998;27;0;3;2;1
350;1;3;0;3;1;0;1;1;8;1;5;10824;10449;3;7091;2856;28;0;3;2;1
880;1;3;0;3;1;0;1;1;8;1;5;11807;11305;3;7704;331;27;0;3;2;1
1405;1;3;0;3;1;0;1;1;8;2;5;10819;10178;4;5249;2931;28;0;2;0;1
65;0;3;0;3;1;0;1;1;9;0;14;28434;14307;2;21370;814;64;611;1;2;0
93;0;3;2;1;1;1;1;1;9;0;33;5804;8340;2;7072;;58;470;3;1;0
198;0;1;1;0;0;0;1;1;9;0;9;5769;0;1;5769;;59;0;3;1;0
199;0;3;0;3;1;0;1;1;9;0;15;25920;14659;2;20289;8;68;620;3;2;0
203;0;3;0;3;1;0;1;1;9;1;8;9340;9316;3;6218;;76;0;2;0;0
241;0;0;2;1;1;0;1;1;9;0;14;3477;4525;2;4001;;63;0;3;1;0
285;0;3;2;1;1;1;1;1;9;0;32;5623;7880;2;6751;;50;496;4;1;0
291;1;3;0;3;1;0;1;1;9;0;33;11779;14136;2;12957;2466;59;0;4;1;0
312;1;3;2;1;1;0;1;1;9;3;0;7152;10803;5;3591;247;43;2163;3;2;0
386;0;1;1;0;0;0;1;1;9;0;10;5592;0;1;5592;;62;0;4;1;0
444;0;3;2;3;1;1;1;1;9;0;6;3863;0;2;1931;;64;0;4;1;0
446;1;3;0;3;1;0;1;1;9;0;31;10793;14552;2;12672;2759;66;0;4;1;0
474;2;3;0;3;1;1;1;1;9;0;41;13738;0;2;6869;;58;2213;4;1;0
482;0;3;0;3;1;0;1;1;9;0;8;9753;9418;2;9585;;69;0;3;2;0
496;0;1;1;0;0;0;1;1;9;0;11;5435;0;1;5435;;64;0;4;1;0
556;1;3;2;1;1;0;1;1;9;0;35;0;0;2;0;249;52;0;4;1;0
564;0;3;2;3;1;1;1;1;9;1;6;4278;0;3;1426;;66;0;2;0;0
568;0;1;1;0;0;0;1;1;9;0;9;5601;0;1;5601;;59;0;4;1;0
591;0;3;2;3;1;1;1;1;9;0;6;4224;0;2;2112;;61;0;4;1;0
597;0;3;2;1;1;1;1;1;9;0;32;5576;8507;2;7041;;52;450;3;1;0
619;1;3;2;1;1;0;1;1;9;2;0;8270;11945;4;5053;2177;46;2279;2;0;0
632;2;1;0;3;1;0;1;1;9;0;9;12874;0;2;6437;157;76;786;4;1;0
677;2;1;0;3;1;0;1;1;9;0;10;11788;0;2;5894;144;70;806;4;1;0
700;0;0;2;1;1;0;1;1;9;0;14;3279;5010;2;4144;;65;0;4;1;0
709;2;1;0;3;1;0;1;1;9;0;9;12523;0;2;6261;1533;67;757;4;1;0
721;1;3;2;1;1;0;1;1;9;3;0;7711;12848;5;4111;1821;42;1986;3;2;0
747;2;3;0;3;1;1;1;1;9;1;41;13727;0;3;4575;;64;2082;2;0;0
778;0;3;0;3;1;0;1;1;9;0;9;9623;9627;2;9625;;66;0;3;2;0
792;1;3;2;1;1;0;1;1;9;1;0;8224;11510;3;6578;1874;41;2098;4;1;0
804;0;3;0;3;1;0;1;1;9;0;16;24447;15748;2;20097;772;69;598;3;2;0
896;0;3;2;1;1;1;1;1;9;0;34;6351;7442;2;6896;;58;448;4;1;0
933;0;3;2;3;1;1;1;1;9;0;7;4508;0;2;2254;;57;0;4;1;0
990;2;3;0;3;1;1;1;1;9;0;40;14280;0;2;7140;;61;2294;4;1;0
1036;0;3;2;1;1;1;1;1;9;0;32;6144;7766;2;6955;;54;496;4;1;0
1045;0;3;0;3;1;0;1;1;9;0;8;9751;9890;2;9820;;69;0;3;2;0
1048;0;1;1;0;0;0;1;1;9;0;10;5427;0;1;5427;;65;0;4;1;0
1192;1;3;2;1;1;0;1;1;9;0;32;0;0;2;0;28;54;0;4;1;0
1226;0;3;0;3;1;0;1;1;9;0;15;24731;15999;2;20365;857;74;599;1;2;0
1345;1;3;2;1;1;0;1;1;9;2;0;7737;11798;4;4883;2;44;2170;2;0;0
1356;0;3;0;3;1;0;1;1;9;0;8;9120;10305;2;9712;;70;0;3;2;0
1375;1;3;2;1;1;0;1;1;9;0;32;0;0;2;0;194;59;0;4;1;0
1392;1;3;0;3;1;0;1;1;9;0;30;11570;13190;2;12380;2728;61;0;4;1;0
1467;2;3;0;3;1;1;1;1;9;0;38;14901;0;2;7450;;65;2456;4;1;0
1489;0;0;2;1;1;0;1;1;9;0;14;3228;4507;2;3867;;65;0;4;1;0
1508;1;3;2;1;1;0;1;1;9;0;33;0;0;2;0;2198;50;0;4;1;0
1560;2;3;0;3;1;1;1;1;9;1;40;14580;0;3;4860;;67;2424;2;0;0
1591;0;3;2;3;1;1;1;1;9;0;5;3921;0;2;1960;;65;0;4;1;0
1604;0;0;2;1;1;0;1;1;9;0;13;3200;5140;2;4170;;66;0;4;1;0
1618;0;3;0;3;1;0;1;1;9;0;14;24340;15249;2;19794;725;63;582;3;2;0
